0.10 143
0.20 142
0.30 131
0.40 121
0.50 113
0.60 110
0.70 105
0.80 95
0.90 86
1.00 79
1.10 71
1.20 69
1.30 62
1.40 55
1.50 49
1.60 43
1.70 38
1.80 37
1.90 48
