0.10 128
0.20 115
0.30 105
0.40 93
0.50 83
0.60 74
0.70 66
0.80 62
0.90 56
1.00 51
1.10 45
1.20 41
1.30 37
1.40 32
1.50 30
1.60 28
1.70 28
1.80 30
1.90 51
