0.10 504
0.20 483
0.30 473
0.40 491
0.50 512
0.60 580
0.70 604
0.80 632
0.90 648
1.00 654
1.10 616
1.20 668
1.30 638
1.40 671
1.50 647
1.60 655
1.70 661
1.80 744
1.90 1134
